4,4.25,4.5,4.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,8,8.25,8.5,8.75,9,9.25,9.5,9.75,10,10.25,10.5,10.75,11,11.25,11.5,11.75,12,12.25,12.5,12.75,13,13.25,13.5,13.75,14,14.25,14.5,14.75,15
0,0.15,0.3,0.44999999999999996,0.6,0.75,0.9,1.05,1.2,1.3499999999999999,1.4999999999999998,1.6499999999999997,1.7999999999999996,1.9499999999999995,2.0999999999999996,2.2499999999999996,2.3999999999999995,2.5499999999999994,2.6999999999999993,2.849999999999999,2.999999999999999
sort_size, sort_shift, DC_size, sort_shiftride_number
24.5,0,12.25,2.6999999999999993,2844
24.5,0,12.25,2.849999999999999,2984
24.5,0,12.25,2.999999999999999,3052
25,0,12.5,0,1504
25,0,12.5,0.15,1254
25,0,12.5,0.3,1681
25,0,12.5,0.44999999999999996,2014
25,0,12.5,0.6,2218
25,0,12.5,0.75,2244
25,0,12.5,0.9,2376
25,0,12.5,1.05,2493
25,0,12.5,1.2,2636
25,0,12.5,1.3499999999999999,2723
25,0,12.5,1.4999999999999998,2865
25,0,12.5,1.6499999999999997,2712
25,0,12.5,1.7999999999999996,2504
25,0,12.5,1.9499999999999995,2552
25,0,12.5,2.0999999999999996,2646
25,0,12.5,2.2499999999999996,2708
25,0,12.5,2.3999999999999995,2713
25,0,12.5,2.5499999999999994,2639
25,0,12.5,2.6999999999999993,2760
25,0,12.5,2.849999999999999,2967
25,0,12.5,2.999999999999999,3161
25.5,0,12.75,0,1520
25.5,0,12.75,0.15,1432
25.5,0,12.75,0.3,1720
25.5,0,12.75,0.44999999999999996,2037
25.5,0,12.75,0.6,2198
25.5,0,12.75,0.75,2225
25.5,0,12.75,0.9,2362
25.5,0,12.75,1.05,2533
25.5,0,12.75,1.2,2580
25.5,0,12.75,1.3499999999999999,2732
25.5,0,12.75,1.4999999999999998,2819
25.5,0,12.75,1.6499999999999997,2660
25.5,0,12.75,1.7999999999999996,2564
25.5,0,12.75,1.9499999999999995,2656
25.5,0,12.75,2.0999999999999996,2708
25.5,0,12.75,2.2499999999999996,2715
25.5,0,12.75,2.3999999999999995,2580
25.5,0,12.75,2.5499999999999994,2683
25.5,0,12.75,2.6999999999999993,2804
25.5,0,12.75,2.849999999999999,2976
25.5,0,12.75,2.999999999999999,3041
26,0,13,0,1574
26,0,13,0.15,1295
26,0,13,0.3,1855
26,0,13,0.44999999999999996,2079
26,0,13,0.6,2235
26,0,13,0.75,2304
26,0,13,0.9,2430
26,0,13,1.05,2523
26,0,13,1.2,2657
26,0,13,1.3499999999999999,2858
26,0,13,1.4999999999999998,2876
26,0,13,1.6499999999999997,2880
26,0,13,1.7999999999999996,2706
26,0,13,1.9499999999999995,2566
26,0,13,2.0999999999999996,2717
26,0,13,2.2499999999999996,2705
26,0,13,2.3999999999999995,2656
26,0,13,2.5499999999999994,2739
26,0,13,2.6999999999999993,2863
26,0,13,2.849999999999999,3031
26,0,13,2.999999999999999,3103
26.5,0,13.25,0,1529
26.5,0,13.25,0.15,1456
26.5,0,13.25,0.3,1669
26.5,0,13.25,0.44999999999999996,2010
26.5,0,13.25,0.6,2232
26.5,0,13.25,0.75,2284
26.5,0,13.25,0.9,2408
26.5,0,13.25,1.05,2593
26.5,0,13.25,1.2,2625
26.5,0,13.25,1.3499999999999999,2894
26.5,0,13.25,1.4999999999999998,2942
26.5,0,13.25,1.6499999999999997,3062
26.5,0,13.25,1.7999999999999996,2735
26.5,0,13.25,1.9499999999999995,2628
26.5,0,13.25,2.0999999999999996,2658
26.5,0,13.25,2.2499999999999996,2790
26.5,0,13.25,2.3999999999999995,2756
26.5,0,13.25,2.5499999999999994,2808
26.5,0,13.25,2.6999999999999993,2904
26.5,0,13.25,2.849999999999999,3036
26.5,0,13.25,2.999999999999999,3012
27,0,13.5,0,1269
27,0,13.5,0.15,1591
27,0,13.5,0.3,1855
27,0,13.5,0.44999999999999996,2121
27,0,13.5,0.6,2246
27,0,13.5,0.75,2361
27,0,13.5,0.9,2444
27,0,13.5,1.05,2512
27,0,13.5,1.2,2646
27,0,13.5,1.3499999999999999,2826
27,0,13.5,1.4999999999999998,2980
27,0,13.5,1.6499999999999997,2895
27,0,13.5,1.7999999999999996,2801
27,0,13.5,1.9499999999999995,2663
27,0,13.5,2.0999999999999996,2838
27,0,13.5,2.2499999999999996,2820
27,0,13.5,2.3999999999999995,2835
27,0,13.5,2.5499999999999994,2855
27,0,13.5,2.6999999999999993,2734
27,0,13.5,2.849999999999999,2845
27,0,13.5,2.999999999999999,2999
27.5,0,13.75,0,1264
27.5,0,13.75,0.15,1386
27.5,0,13.75,0.3,1853
27.5,0,13.75,0.44999999999999996,1892
27.5,0,13.75,0.6,2133
27.5,0,13.75,0.75,2305
27.5,0,13.75,0.9,2386
27.5,0,13.75,1.05,2483
27.5,0,13.75,1.2,2660
27.5,0,13.75,1.3499999999999999,2803
27.5,0,13.75,1.4999999999999998,2901
27.5,0,13.75,1.6499999999999997,2996
27.5,0,13.75,1.7999999999999996,2865
27.5,0,13.75,1.9499999999999995,2752
27.5,0,13.75,2.0999999999999996,2618
27.5,0,13.75,2.2499999999999996,2810
27.5,0,13.75,2.3999999999999995,2828
27.5,0,13.75,2.5499999999999994,2704
27.5,0,13.75,2.6999999999999993,2765
27.5,0,13.75,2.849999999999999,2847
27.5,0,13.75,2.999999999999999,2994
28,0,14,0,1659
28,0,14,0.15,1342
28,0,14,0.3,1759
28,0,14,0.44999999999999996,2090
28,0,14,0.6,2233
28,0,14,0.75,2275
28,0,14,0.9,2346
28,0,14,1.05,2473
28,0,14,1.2,2692
28,0,14,1.3499999999999999,2794
28,0,14,1.4999999999999998,2973
28,0,14,1.6499999999999997,2961
28,0,14,1.7999999999999996,2850
28,0,14,1.9499999999999995,2764
28,0,14,2.0999999999999996,2668
28,0,14,2.2499999999999996,2853
28,0,14,2.3999999999999995,2730
28,0,14,2.5499999999999994,2679
28,0,14,2.6999999999999993,2802
28,0,14,2.849999999999999,2878
28,0,14,2.999999999999999,2975
28.5,0,14.25,0,1478
28.5,0,14.25,0.15,1528
28.5,0,14.25,0.3,1743
28.5,0,14.25,0.44999999999999996,2025
28.5,0,14.25,0.6,2257
28.5,0,14.25,0.75,2303
28.5,0,14.25,0.9,2439
28.5,0,14.25,1.05,2550
28.5,0,14.25,1.2,2642
28.5,0,14.25,1.3499999999999999,2792
28.5,0,14.25,1.4999999999999998,2927
28.5,0,14.25,1.6499999999999997,3045
28.5,0,14.25,1.7999999999999996,2921
28.5,0,14.25,1.9499999999999995,2697
28.5,0,14.25,2.0999999999999996,2728
28.5,0,14.25,2.2499999999999996,2775
28.5,0,14.25,2.3999999999999995,2849
28.5,0,14.25,2.5499999999999994,2811
28.5,0,14.25,2.6999999999999993,2828
28.5,0,14.25,2.849999999999999,2882
28.5,0,14.25,2.999999999999999,2933
29,0,14.5,0,1587
29,0,14.5,0.15,1462
29,0,14.5,0.3,1928
29,0,14.5,0.44999999999999996,2113
29,0,14.5,0.6,2261
29,0,14.5,0.75,2313
29,0,14.5,0.9,2381
29,0,14.5,1.05,2544
29,0,14.5,1.2,2630
29,0,14.5,1.3499999999999999,2758
29,0,14.5,1.4999999999999998,2916
29,0,14.5,1.6499999999999997,3020
29,0,14.5,1.7999999999999996,2882
29,0,14.5,1.9499999999999995,2722
29,0,14.5,2.0999999999999996,2740
29,0,14.5,2.2499999999999996,2829
29,0,14.5,2.3999999999999995,2842
29,0,14.5,2.5499999999999994,2769
29,0,14.5,2.6999999999999993,2866
29,0,14.5,2.849999999999999,2906
29,0,14.5,2.999999999999999,2777
29.5,0,14.75,0,1578
29.5,0,14.75,0.15,1483
29.5,0,14.75,0.3,1666
29.5,0,14.75,0.44999999999999996,2131
29.5,0,14.75,0.6,2254
29.5,0,14.75,0.75,2255
29.5,0,14.75,0.9,2390
29.5,0,14.75,1.05,2506
29.5,0,14.75,1.2,2597
29.5,0,14.75,1.3499999999999999,2771
29.5,0,14.75,1.4999999999999998,2907
29.5,0,14.75,1.6499999999999997,2998
29.5,0,14.75,1.7999999999999996,2994
29.5,0,14.75,1.9499999999999995,2785
29.5,0,14.75,2.0999999999999996,2671
29.5,0,14.75,2.2499999999999996,2685
29.5,0,14.75,2.3999999999999995,2859
29.5,0,14.75,2.5499999999999994,2869
29.5,0,14.75,2.6999999999999993,2685
29.5,0,14.75,2.849999999999999,2759
29.5,0,14.75,2.999999999999999,2846
30,0,15,0,1625
30,0,15,0.15,1489
30,0,15,0.3,1903
30,0,15,0.44999999999999996,2123
30,0,15,0.6,2249
30,0,15,0.75,2381
30,0,15,0.9,2365
30,0,15,1.05,2500
30,0,15,1.2,2618
30,0,15,1.3499999999999999,2786
30,0,15,1.4999999999999998,2829
30,0,15,1.6499999999999997,3028
30,0,15,1.7999999999999996,3034
30,0,15,1.9499999999999995,2760
30,0,15,2.0999999999999996,2620
30,0,15,2.2499999999999996,2685
30,0,15,2.3999999999999995,2828
30,0,15,2.5499999999999994,2825
30,0,15,2.6999999999999993,2768
30,0,15,2.849999999999999,2791
30,0,15,2.999999999999999,2884
